Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-17T19:14:46.190Z","Included","auto","No","471","1398","273891","308","276068","0.07"
"2025-09-17T19:12:17.987Z","Included","auto","No","262423","346","1903020","4032","2169821","0.83"
"2025-09-17T19:10:51.658Z","Included","auto","No","266619","4978","523852","1719","797168","0.48"
"2025-09-17T19:00:10.971Z","Included","auto","No","319","1069","256811","335","258534","0.07"
"2025-09-17T18:56:20.515Z","Included","auto","No","4828","199","1016637","2080","1023744","0.27"
"2025-09-17T18:54:35.174Z","Errored, Not Charged","auto","No","3176","1228","749479","1300","755183","0.20"
"2025-09-17T18:52:25.596Z","Included","auto","No","248807","1630","1229931","2058","1482426","0.63"
"2025-09-17T08:39:19.059Z","Included","auto","No","21272","1292","3711635","10361","3744560","1.02"
"2025-09-17T08:38:26.264Z","Included","auto","No","3686","1265","436349","724","442024","0.12"
"2025-09-17T08:37:49.105Z","Included","auto","No","2165","961","215399","257","218782","0.06"
"2025-09-17T08:35:57.751Z","Included","auto","No","1170","1778","214229","384","217561","0.06"
"2025-09-17T08:34:40.049Z","Included","auto","No","6143","853","208086","314","215396","0.06"
"2025-09-17T08:33:56.641Z","Included","auto","No","2017","5830","206069","310","214226","0.06"
"2025-09-17T08:30:24.274Z","Included","auto","No","214","1753","205855","261","208083","0.06"
"2025-09-17T08:29:29.174Z","Included","auto","No","2338","111","816375","1044","819868","0.21"
"2025-09-17T08:28:36.979Z","Included","auto","No","1413","153","607747","658","609971","0.16"
"2025-09-17T08:26:50.322Z","Included","auto","No","8260","480","594554","1148","604442","0.17"
"2025-09-17T08:08:24.947Z","Included","auto","No","208414","1070","3605196","5554","3820234","1.20"
"2025-09-17T08:04:59.732Z","Included","auto","No","8282","145","3198292","3799","3210518","0.83"
"2025-09-17T08:03:49.088Z","Included","auto","No","3563","165","340954","3095","347777","0.11"
"2025-09-17T08:02:41.633Z","Included","auto","No","170223","137","0","368","170728","0.22"
"2025-09-17T07:37:21.448Z","Included","auto","No","17954","7694","1290442","5988","1322078","0.39"
"2025-09-17T07:35:46.477Z","Included","auto","No","7491","165","1632478","3918","1644052","0.44"
"2025-09-17T07:34:26.292Z","Included","auto","No","6955","182","1123615","3144","1133896","0.31"
"2025-09-17T07:32:41.670Z","Included","auto","No","9241","230","1591279","4162","1604912","0.43"
"2025-09-17T07:29:38.294Z","Included","auto","No","15479","314","1551622","4764","1572179","0.44"
"2025-09-17T07:27:24.976Z","Errored, Not Charged","auto","No","100371","400","1182617","4311","1287699","0.45"
"2025-09-17T07:25:29.987Z","Included","auto","No","17558","153","766715","2786","787212","0.23"
"2025-09-17T07:25:07.345Z","Included","auto","No","78714","115","99645","430","178904","0.13"
"2025-09-17T07:23:42.916Z","Included","auto","No","82732","72068","1083700","1944","1240444","0.48"
"2025-09-17T07:22:29.419Z","Included","auto","No","77132","424","229118","604","307278","0.16"
"2025-09-17T07:21:04.498Z","Included","auto","No","63580","366","157801","886","222633","0.12"
"2025-09-17T07:15:35.584Z","Included","auto","No","46031","94","777016","5153","828294","0.28"
"2025-09-17T07:14:30.021Z","Included","auto","No","25071","61","0","458","25590","0.03"
"2025-09-17T07:13:09.535Z","Included","auto","No","2950","6","75421","743","79120","0.03"
"2025-09-17T07:12:26.978Z","Included","auto","No","24237","2","0","332","24571","0.03"
"2025-09-17T07:09:03.597Z","Included","auto","No","3664","137","2995878","1419","3001098","0.76"
"2025-09-17T07:07:54.658Z","Included","auto","No","264","119","247568","329","248280","0.06"
"2025-09-17T07:07:24.970Z","Included","auto","No","1577","125","492130","402","494234","0.13"
"2025-09-17T07:04:13.399Z","Included","auto","No","6479","188","479300","6079","492046","0.16"
"2025-09-17T07:01:06.463Z","Included","auto","No","6312","193","3065545","3279","3075329","0.79"
"2025-09-17T06:59:22.010Z","Included","auto","No","4850","902","919747","3576","929075","0.26"
"2025-09-17T06:57:09.453Z","Included","auto","No","4496","273","1806514","2348","1813631","0.47"
"2025-09-17T06:54:55.968Z","Included","auto","No","5403","166","1544301","3187","1553057","0.41"
"2025-09-17T06:54:12.861Z","Included","auto","No","237","166","218214","325","218942","0.06"
"2025-09-17T06:50:15.580Z","Included","auto","No","5088","1168","644298","3605","654159","0.19"
"2025-09-17T06:37:51.287Z","Included","auto","No","214833","237","625686","840","841596","0.43"
"2025-09-17T06:36:42.807Z","Errored, Not Charged","auto","No","3769","179","822832","710","827490","0.21"
"2025-09-17T06:35:24.010Z","Included","auto","No","3567","246","401298","3260","408371","0.12"
"2025-09-17T06:31:33.500Z","Included","auto","No","12972","261","2302782","4422","2320437","0.62"
"2025-09-17T06:29:12.580Z","Included","auto","No","7388","422","1287721","4798","1300329","0.36"
"2025-09-17T06:26:01.849Z","Included","auto","No","11415","206","2607904","4575","2624100","0.69"
"2025-09-17T06:25:15.115Z","Included","auto","No","202","218","168580","161","169161","0.04"
"2025-09-17T06:23:19.483Z","Included","auto","No","4120","184","1325944","1747","1331995","0.35"
"2025-09-17T06:22:49.803Z","Included","auto","No","1804","572","489265","642","492283","0.13"
"2025-09-17T06:22:14.032Z","Included","auto","No","1580","273","484622","543","487018","0.13"
"2025-09-17T06:20:32.033Z","Included","auto","No","161076","178","318364","2781","482399","0.30"
"2025-09-17T05:41:25.591Z","Included","auto","No","8273","186","454028","7583","470070","0.17"
"2025-09-17T05:40:56.799Z","Included","auto","No","496","201","149213","256","150166","0.04"
"2025-09-17T05:40:01.913Z","Included","auto","No","744","220","148469","273","149706","0.04"
"2025-09-17T05:39:10.351Z","Included","auto","No","125","441","148344","300","149210","0.04"
"2025-09-17T05:36:50.434Z","Included","auto","No","2022","238","1031307","861","1034428","0.27"
"2025-09-17T05:35:23.144Z","Included","auto","No","713","185","145609","173","146680","0.04"
"2025-09-17T05:34:54.074Z","Included","auto","No","487","520","145122","190","146319","0.04"
"2025-09-17T05:33:37.164Z","Included","auto","No","774","186","144348","298","145606","0.04"
"2025-09-17T05:33:08.555Z","Included","auto","No","532","450","143816","321","145119","0.04"
"2025-09-17T05:32:29.426Z","Included","auto","No","33","323","143783","206","144345","0.04"
"2025-09-17T05:31:54.058Z","Included","auto","No","2054","412","283611","783","286860","0.08"
"2025-09-17T05:31:03.834Z","Included","auto","No","1393","222","704048","523","706186","0.18"
"2025-09-17T05:29:40.803Z","Included","auto","No","3836","157","273390","3430","280813","0.09"
"2025-09-17T05:29:25.374Z","Included","auto","No","970","161","135530","226","136887","0.04"
"2025-09-17T05:26:57.390Z","Included","auto","No","902","712","134628","255","136497","0.04"
"2025-09-17T05:24:07.644Z","Included","auto","No","151","590","134477","309","135527","0.04"
"2025-09-17T05:20:57.306Z","Included","auto","No","4410","218","659017","2050","665695","0.18"
"2025-09-17T05:20:24.732Z","Included","auto","No","452","238","129615","187","130492","0.03"
"2025-09-17T05:19:34.632Z","Included","auto","No","549","226","129066","223","130064","0.03"
"2025-09-17T05:18:53.290Z","Included","auto","No","659","222","128407","324","129612","0.04"
"2025-09-17T05:18:11.713Z","Included","auto","No","682","257","127725","399","129063","0.04"
"2025-09-17T05:17:18.604Z","Included","auto","No","189","450","127536","229","128404","0.03"
"2025-09-17T05:14:45.326Z","Included","auto","No","15748","2893","1202171","4723","1225535","0.35"
"2025-09-17T05:12:41.285Z","Included","auto","No","26663","313","475179","946","503101","0.16"
"2025-09-17T05:07:30.200Z","Included","auto","No","12931","580","1690854","8778","1713143","0.49"
"2025-09-17T05:06:07.610Z","Included","auto","No","0","564","72194","365","73123","0.02"
"2025-09-17T05:05:10.749Z","Errored, Not Charged","auto","No","534","573","70642","394","72143","0.02"
"2025-09-17T05:03:22.285Z","Included","auto","No","13348","543","176217","974","191082","0.07"
"2025-09-17T05:02:43.127Z","Included","auto","No","57294","603","0","425","58322","0.07"
"2025-09-17T04:53:19.110Z","Included","auto","No","11383","532","420947","7872","440734","0.17"
"2025-09-17T04:49:56.127Z","Included","auto","No","876","1945","44565","382","47768","0.02"
"2025-09-17T04:49:18.577Z","Included","auto","No","436","565","44129","308","45438","0.01"
"2025-09-17T04:44:27.661Z","Included","auto","No","44129","20","997837","7396","1049382","0.35"
"2025-09-17T04:35:14.572Z","Errored, Not Charged","auto","No","7835","107","1716625","6542","1731109","0.48"
"2025-09-17T04:34:38.014Z","Included","auto","No","597","463","339210","611","340881","0.09"
"2025-09-17T04:29:05.459Z","Included","auto","No","3951","126","4722284","1936","4728297","1.20"
"2025-09-17T04:28:15.736Z","Included","auto","No","837","141","334422","571","335971","0.09"
"2025-09-17T04:27:16.535Z","Included","auto","No","896","195","333526","639","335256","0.09"
"2025-09-17T04:25:45.362Z","Included","auto","No","1025","144","332501","749","334419","0.09"
"2025-09-17T04:24:21.340Z","Included","auto","No","5879","144","326622","878","333523","0.09"
"2025-09-17T04:22:57.699Z","Included","auto","No","567","5236","326055","640","332498","0.09"
"2025-09-17T04:18:24.005Z","Included","auto","No","22322","4814","2191764","5001","2223901","0.61"
"2025-09-17T04:16:22.279Z","Included","auto","No","612","171","303121","674","304578","0.08"
"2025-09-17T04:13:48.419Z","Included","auto","No","10685","2657","1795450","7582","1816374","0.51"
"2025-09-17T04:10:04.383Z","Included","auto","No","10545","2070","3160634","3956","3177205","0.83"
"2025-09-17T04:06:33.029Z","Included","auto","No","17636","5579","1931276","11681","1966172","0.58"
"2025-09-17T04:00:49.658Z","Included","auto","No","10758","118","5927372","5898","5944146","1.53"
"2025-09-17T03:58:00.699Z","Included","auto","No","7894","164","2750316","5610","2763984","0.73"
"2025-09-17T03:56:00.128Z","Included","auto","No","31697","21688","2609143","3141","2665669","0.74"
"2025-09-17T03:54:05.268Z","Included","auto","No","7170","129","1685654","3601","1696554","0.45"
"2025-09-17T03:50:22.179Z","Included","auto","No","13998","225","3197099","8363","3219685","0.87"
"2025-09-17T03:47:50.613Z","Included","auto","No","3821","142","761141","2116","767220","0.21"
"2025-09-17T03:46:49.483Z","Included","auto","No","302","157","188615","465","189539","0.05"
"2025-09-17T03:43:56.654Z","Included","auto","No","3977","621","1118948","1763","1125309","0.30"
"2025-09-17T03:42:38.873Z","Included","auto","No","3392","532","915256","1752","920932","0.24"
"2025-09-17T03:41:34.917Z","Included","auto","No","3422","552","897995","1581","903550","0.24"
"2025-09-17T03:40:02.186Z","Included","auto","No","4099","403","1231908","2144","1238554","0.33"
"2025-09-17T03:37:25.017Z","Included","auto","No","7336","153","1019374","3852","1030715","0.29"
"2025-09-17T03:34:39.991Z","Included","auto","No","155411","439","1482353","2942","1641145","0.58"
"2025-09-17T03:30:57.823Z","Included","auto","No","160017","232","1225324","7790","1393363","0.55"
"2025-09-17T02:38:47.125Z","Included","auto","No","9919","10944","1415089","15632","1451584","0.47"
"2025-09-17T02:37:33.991Z","Included","auto","No","98631","0","735898","1443","835972","0.32"
"2025-09-17T02:36:06.439Z","Included","auto","No","4358","0","907282","2069","913709","0.24"
"2025-09-17T02:31:29.613Z","Included","auto","No","14703","0","993031","10727","1018461","0.33"
"2025-09-17T02:19:20.078Z","Included","auto","No","20929","0","1397012","12927","1430868","0.45"
"2025-09-17T02:17:20.235Z","Included","auto","No","1435","0","308819","579","310833","0.08"
"2025-09-17T02:16:20.226Z","Included","auto","No","4584","0","412849","2226","419659","0.12"
"2025-09-17T02:14:01.129Z","Included","auto","No","2878","0","441920","1133","445931","0.12"
"2025-09-17T02:10:47.715Z","Included","auto","No","2124","0","314285","908","317317","0.09"
"2025-09-17T02:09:27.997Z","Included","auto","No","4853","0","296809","2493","304155","0.10"
"2025-09-17T02:03:17.948Z","Included","auto","No","3251","0","272286","1211","276748","0.08"
"2025-09-17T01:58:16.307Z","Included","auto","No","13749","0","201155","456","215360","0.07"
"2025-09-17T01:45:41.720Z","Included","auto","No","53922","71021","452194","21370","598507","0.40"
"2025-09-17T01:41:00.999Z","Included","auto","No","14140","0","1738300","3227","1755667","0.47"
"2025-09-17T01:39:14.849Z","Included","auto","No","12213","0","1332520","3189","1347922","0.37"
"2025-09-17T01:37:15.935Z","Included","auto","No","177688","2080","792298","3216","975282","0.44"
"2025-09-17T01:25:52.528Z","Included","auto","No","22331","0","1152900","2234","1177465","0.33"
"2025-09-17T01:20:36.056Z","Included","auto","No","19066","0","2838905","4577","2862548","0.76"
"2025-09-17T01:15:29.944Z","Included","auto","No","19058","21361","469564","2711","512694","0.18"
"2025-09-17T01:07:44.777Z","Included","auto","No","24275","0","582792","6567","613634","0.22"
"2025-09-17T01:06:01.151Z","Included","auto","No","8622","0","620157","3604","632383","0.19"
"2025-09-17T01:04:17.233Z","Included","auto","No","2411","0","83595","177","86183","0.02"
"2025-09-17T00:59:47.689Z","Included","auto","No","12824","0","70773","470","84067","0.04"
"2025-09-17T00:54:41.892Z","Included","auto","No","24380","0","342826","5671","372877","0.15"
"2025-09-17T00:52:02.985Z","Included","auto","No","24071","0","168082","10759","202912","0.14"
"2025-09-17T00:50:40.023Z","Included","auto","No","14006","381104","210881","11333","617324","0.61"
"2025-09-17T00:47:46.637Z","Included","auto","No","19193","0","1195261","10385","1224839","0.39"
"2025-09-17T00:42:22.805Z","Included","auto","No","35123","0","3454428","11557","3501108","0.98"
"2025-09-17T00:29:13.264Z","Included","auto","No","93832","0","1953444","12879","2060155","0.68"
"2025-09-17T00:25:24.204Z","Included","auto","No","10761","0","435990","1567","448318","0.13"
"2025-09-17T00:17:28.850Z","Included","auto","No","38170","55842","401733","22993","518738","0.36"
"2025-09-17T00:14:13.010Z","Included","auto","No","13762","1983","1776728","7401","1799874","0.51"
"2025-09-17T00:11:45.016Z","Included","auto","No","5402","0","1736904","2115","1744421","0.45"
"2025-09-17T00:08:37.796Z","Included","auto","No","50811","0","927428","2803","981042","0.31"
"2025-09-16T23:58:33.628Z","Errored, Not Charged","auto","No","300884","22444","3052407","39329","3415064","1.40"
"2025-09-16T23:34:47.087Z","Included","auto","No","35696","0","5092554","7023","5135273","1.36"
"2025-09-16T23:33:20.390Z","Included","auto","No","56490","0","862702","1751","920943","0.30"
"2025-09-16T22:56:04.670Z","Included","auto","No","16193","0","1277672","1981","1295846","0.35"
"2025-09-16T22:44:59.600Z","Errored, Not Charged","auto","No","35584","0","172813","969","209366","0.09"
"2025-09-16T22:07:17.551Z","Included","auto","No","105764","0","984414","710","1090888","0.38"
"2025-09-16T21:27:34.383Z","Included","auto","No","17950","0","1546994","2820","1567764","0.43"
"2025-09-16T21:24:46.909Z","Included","auto","No","12880","0","1317243","7532","1337655","0.39"
"2025-09-16T21:20:52.888Z","Errored, Not Charged","auto","No","30615","0","1005588","13553","1049756","0.37"
"2025-09-16T21:16:30.488Z","Errored, Not Charged","auto","No","44561","0","920028","7141","971730","0.33"
"2025-09-16T21:13:02.987Z","Included","auto","No","13704","0","722543","12570","748817","0.27"
"2025-09-16T21:10:12.274Z","Included","auto","No","11303","0","1521356","5194","1537853","0.43"
"2025-09-16T21:05:00.752Z","Included","auto","No","17003","0","615691","11380","644074","0.24"
"2025-09-16T21:01:29.183Z","Included","auto","No","16705","0","711717","8541","736963","0.25"
"2025-09-16T20:57:59.895Z","Included","auto","No","22824","2096","741533","7812","774265","0.26"
"2025-09-16T20:55:11.811Z","Included","auto","No","19011","0","942302","8652","969965","0.31"
"2025-09-16T20:52:04.369Z","Included","auto","No","16785","63503","145972","10039","236299","0.20"
"2025-09-16T20:49:59.559Z","Included","auto","No","3441","0","521776","1114","526331","0.14"
"2025-09-16T20:43:59.952Z","Included","auto","No","97287","0","1204553","12121","1313961","0.50"
"2025-09-16T20:42:48.033Z","Included","auto","No","1966","0","96069","263","98298","0.03"
"2025-09-16T20:39:12.305Z","Included","auto","No","3014","0","763803","940","767757","0.20"
"2025-09-16T20:36:04.476Z","Included","auto","No","19605","0","2596259","4447","2620311","0.70"
"2025-09-16T20:31:16.993Z","Errored, Not Charged","auto","No","13397","0","1846235","1662","1861294","0.49"
"2025-09-16T20:28:25.213Z","Included","auto","No","13264","0","1110352","10512","1134128","0.36"
"2025-09-16T20:26:47.965Z","Included","auto","No","6505","0","1406121","1482","1414108","0.37"
"2025-09-16T20:25:47.374Z","Included","auto","No","10638","0","569313","1653","581604","0.17"
"2025-09-16T20:24:20.964Z","Included","auto","No","7132","0","389320","6608","403060","0.15"
"2025-09-16T20:22:46.174Z","Included","auto","No","16248","0","739942","4007","760197","0.23"
"2025-09-16T20:20:11.097Z","Errored, Not Charged","auto","No","18621","62221","58588","8433","147863","0.17"
"2025-09-16T20:15:46.598Z","Included","auto","No","9990","0","1000580","8250","1018820","0.31"
"2025-09-16T20:10:54.782Z","Included","auto","No","13775","2702","882823","13132","912432","0.32"
"2025-09-16T20:07:09.184Z","Included","auto","No","25958","0","1376870","15208","1418036","0.47"
"2025-09-16T20:02:32.276Z","Included","auto","No","24074","0","1009240","7035","1040349","0.32"
"2025-09-16T20:01:55.474Z","Included","auto","No","1708","670","124109","1139","127626","0.04"
"2025-09-16T19:56:51.517Z","Included","auto","No","33629","0","523996","5605","563230","0.21"
"2025-09-16T19:52:55.536Z","Included","auto","No","21748","0","510154","9038","540940","0.21"
"2025-09-16T19:52:09.112Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-16T19:46:51.900Z","Included","auto","No","16444","90174","121185","5757","233560","0.20"
"2025-09-15T05:42:32.772Z","Included","auto","No","12823","0","153352","522","166697","0.05"
"2025-09-15T05:37:31.194Z","Included","auto","No","98672","171008","416246","13055","698981","0.27"
"2025-09-15T05:24:04.571Z","Included","auto","No","3381","72775","95844","8257","180257","0.07"
"2025-09-15T05:16:43.247Z","Included","auto","No","14836","155920","1835487","18343","2024586","0.56"
"2025-09-15T05:16:17.721Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-15T05:08:53.737Z","Included","auto","No","75993","0","252261","1471","329725","0.14"
"2025-09-15T04:56:07.399Z","Included","auto","No","20268","0","1111510","3232","1135010","0.31"
"2025-09-15T04:50:06.499Z","Included","auto","No","11180","0","969772","6612","987564","0.28"
"2025-09-15T04:49:12.603Z","Included","auto","No","6019","0","43464","499","49982","0.02"
"2025-09-15T04:42:40.704Z","Included","auto","No","39032","0","1376619","5006","1420657","0.40"
"2025-09-15T04:42:05.541Z","Errored, Not Charged","auto","No","0","64718","0","0","64718","0.01"
"2025-09-15T04:34:08.637Z","Included","auto","No","29950","844466","3578979","26251","4479646","1.06"
"2025-09-15T04:33:26.231Z","Included","auto","No","3999","0","514919","1547","520465","0.14"
"2025-09-15T04:32:41.469Z","Included","auto","No","4279","0","655268","1017","660564","0.17"
"2025-09-15T04:32:01.237Z","Included","auto","No","3117","0","627675","1098","631890","0.16"
"2025-09-15T04:29:33.263Z","Included","auto","No","18195","0","2402516","4672","2425383","0.64"
"2025-09-15T04:26:24.094Z","Included","auto","No","19000","0","766052","4817","789869","0.23"
"2025-09-15T04:20:38.830Z","Errored, Not Charged","auto","No","54301","351518","342555","33345","781719","0.32"
"2025-09-15T04:17:57.536Z","Errored, Not Charged","auto","No","11389","144818","724562","21261","902030","0.25"
"2025-09-15T04:15:20.951Z","Errored, Not Charged","auto","No","96700","203465","489242","14574","803981","0.30"
"2025-09-15T02:55:58.599Z","Included","auto","No","27284","0","2447037","7473","2481794","0.67"
"2025-09-15T02:49:02.385Z","Included","auto","No","14497","0","444545","14756","473798","0.18"
"2025-09-15T02:47:42.723Z","Included","auto","No","2671","0","301679","4727","309077","0.10"
"2025-09-15T02:46:08.325Z","Included","auto","No","11462","0","144248","1469","157179","0.05"
"2025-09-15T02:30:58.796Z","Errored, Not Charged","auto","No","22137","74626","161136","9891","267790","0.09"
"2025-09-15T02:24:52.948Z","Errored, Not Charged","auto","No","9372","236526","861114","27971","1134983","0.34"
"2025-09-15T02:22:56.207Z","Included","auto","No","98123","293126","788159","29812","1209220","0.45"
"2025-09-15T01:17:42.470Z","Included","auto","No","19571","0","801427","7638","828636","0.25"
"2025-09-15T01:14:07.960Z","Included","auto","No","1381","0","70216","544","72141","0.02"
"2025-09-15T01:08:42.796Z","Errored, Not Charged","auto","No","78354","460388","1795382","56792","2390916","0.74"
"2025-09-15T01:04:30.404Z","Errored, Not Charged","auto","No","14421","190772","1429052","13828","1648073","0.45"
"2025-09-15T01:03:33.587Z","Included","auto","No","6196","1862","248921","2664","259643","0.09"
"2025-09-15T00:59:51.592Z","Included","auto","No","4163","1741","403992","3082","412978","0.12"
"2025-09-15T00:54:04.545Z","Included","auto","No","5181","4686","532014","4208","546089","0.17"
"2025-09-15T00:52:08.854Z","Included","auto","No","4144","0","643085","2459","649688","0.17"
"2025-09-15T00:46:58.935Z","Included","auto","No","14580","0","1361373","8845","1384798","0.39"
"2025-09-15T00:41:46.411Z","Included","auto","No","18803","0","600500","15312","634615","0.23"
"2025-09-15T00:41:01.469Z","Included","auto","No","13090","0","137616","853","151559","0.05"
"2025-09-15T00:35:18.036Z","Included","auto","No","386","0","22872","252","23510","0.01"
"2025-09-15T00:34:40.164Z","Included","auto","No","717","0","22156","259","23132","0.01"
"2025-09-15T00:31:46.624Z","Errored, Not Charged","auto","No","15097","0","7060","431","22588","0.02"
"2025-09-14T23:47:36.885Z","Errored, Not Charged","auto","No","11872","0","1421873","6258","1440003","0.39"
"2025-09-14T23:46:38.730Z","Included","auto","No","1667","133667","387274","14706","537314","0.17"
"2025-09-14T23:45:18.761Z","Included","auto","No","25740","0","705684","2061","733485","0.21"
"2025-09-14T23:44:45.818Z","Included","auto","No","3500","0","566257","1000","570757","0.15"
"2025-09-14T23:43:38.437Z","Errored, Not Charged","auto","No","14565","0","109103","1630","125298","0.05"
"2025-09-14T23:41:34.737Z","Included","auto","No","10831","0","591607","6539","608977","0.18"
"2025-09-14T23:41:11.451Z","Included","auto","No","2926","0","82519","808","86253","0.03"
"2025-09-14T23:38:38.149Z","Included","auto","No","2149","19524","38769","2275","62717","0.02"
"2025-09-14T23:35:30.454Z","Included","auto","No","3639","0","183438","2784","189861","0.06"
"2025-09-14T23:33:30.707Z","Included","auto","No","1422","0","137475","855","139752","0.04"
"2025-09-14T23:31:53.453Z","Included","auto","No","3299","0","320120","1960","325379","0.09"
"2025-09-14T23:23:26.375Z","Errored, Not Charged","auto","No","23378","90743","261734","1520","377375","0.11"
"2025-09-14T23:18:28.077Z","Errored, Not Charged","auto","No","9353","201811","1592614","15130","1818908","0.45"
"2025-09-14T23:17:55.315Z","Errored, Not Charged","auto","No","691","97214","218259","8811","324975","0.08"
"2025-09-14T23:17:25.465Z","Errored, Not Charged","auto","No","1284","194712","317172","563","513731","0.09"
"2025-09-14T23:15:07.711Z","Errored, Not Charged","auto","No","7301","231316","1183668","21630","1443915","0.38"
"2025-09-14T23:13:14.344Z","Errored, Not Charged","auto","No","41750","136389","1026442","7434","1212015","0.35"
"2025-09-14T22:55:52.942Z","Errored, Not Charged","auto","No","85694","0","1228646","5367","1319707","0.41"
"2025-09-14T22:54:13.981Z","Included","auto","No","912","0","57154","344","58410","0.02"
"2025-09-14T22:52:12.250Z","Included","auto","No","3649","0","53506","386","57541","0.02"
"2025-09-14T22:51:41.073Z","Included","auto","No","476","0","53031","294","53801","0.01"
"2025-09-14T22:50:59.068Z","Included","auto","No","479","0","52553","320","53352","0.01"
"2025-09-14T22:50:38.583Z","Included","auto","No","474","0","52080","350","52904","0.01"
"2025-09-14T22:50:15.206Z","Included","auto","No","1020","0","51061","343","52424","0.02"
"2025-09-14T22:48:32.312Z","Included","auto","No","445","0","50617","329","51391","0.01"
"2025-09-14T22:47:33.351Z","Included","auto","No","469","0","50149","289","50907","0.01"
"2025-09-14T22:47:21.745Z","Included","auto","No","836","0","49314","343","50493","0.01"
"2025-09-14T22:43:12.769Z","Included","auto","No","1304","0","48011","351","49666","0.01"
"2025-09-14T22:40:21.167Z","Included","auto","No","1057","0","46955","391","48403","0.01"
"2025-09-14T22:38:27.793Z","Included","auto","No","1119","0","45837","345","47301","0.01"
"2025-09-14T22:33:19.148Z","Included","auto","No","8153","0","317934","2905","328992","0.10"
"2025-09-14T22:33:07.747Z","Included","auto","No","594","0","37099","347","38040","0.01"
"2025-09-14T22:32:33.176Z","Included","auto","No","659","0","36441","325","37425","0.01"
"2025-09-14T22:27:02.889Z","Included","auto","No","745","0","35697","353","36795","0.01"
"2025-09-14T22:23:43.787Z","Included","auto","No","498","0","35200","357","36055","0.01"
"2025-09-14T22:23:02.833Z","Included","auto","No","28141","0","7060","351","35552","0.03"
"2025-09-14T22:12:11.064Z","Included","auto","No","7391","0","400688","1984","410063","0.12"
"2025-09-14T22:10:14.016Z","Included","auto","No","1337","0","23176","323","24836","0.01"
"2025-09-14T22:03:54.863Z","Included","auto","No","16117","0","7060","564","23741","0.02"
"2025-09-14T21:38:10.853Z","Errored, Not Charged","auto","No","13098","205777","7881","6452","233208","0.07"
"2025-09-14T21:35:52.930Z","Included","auto","No","4287","0","322929","499","327715","0.09"
"2025-09-14T21:33:49.982Z","Included","auto","No","11967","0","582023","2300","596290","0.17"
"2025-09-14T21:31:51.850Z","Included","auto","No","1641","0","185959","293","187893","0.05"
"2025-09-14T21:29:59.419Z","Included","auto","No","1310","0","183608","292","185210","0.05"
"2025-09-14T21:28:59.799Z","Included","auto","No","696","0","90612","282","91590","0.02"
"2025-09-14T21:27:56.569Z","Included","auto","No","83888","0","97656","277","181821","0.11"
"2025-09-14T21:13:16.076Z","Included","auto","No","82762","0","94537","756","178055","0.11"
"2025-09-14T20:59:30.884Z","Included","auto","No","79961","0","7060","328","87349","0.08"
"2025-09-14T20:44:44.727Z","Errored, Not Charged","auto","No","3002","0","577413","2166","582581","0.16"
"2025-09-14T20:42:48.550Z","Included","auto","No","1072","0","141443","297","142812","0.04"
"2025-09-14T20:41:27.093Z","Included","auto","No","1965","0","278763","646","281374","0.07"
"2025-09-14T20:38:35.716Z","Included","auto","No","2405","0","201654","610","204669","0.06"
"2025-09-14T20:36:22.640Z","Included","auto","No","5706","0","373092","3384","382182","0.11"
"2025-09-14T20:31:23.039Z","Included","auto","No","2510","0","296830","1246","300586","0.08"
"2025-09-14T20:28:56.859Z","Included","auto","No","1250","0","172032","539","173821","0.05"
"2025-09-14T20:28:02.500Z","Included","auto","No","2549","0","164964","1030","168543","0.05"
"2025-09-14T20:27:41.809Z","Included","auto","No","2112","0","52299","352","54763","0.02"
"2025-09-14T20:25:45.015Z","Included","auto","No","10963","0","176230","495","187688","0.06"
"2025-09-14T20:22:35.763Z","Included","auto","No","1070","0","122045","353","123468","0.03"
"2025-09-14T20:21:21.530Z","Included","auto","No","11641","0","509928","1835","523404","0.15"
"2025-09-14T20:16:54.351Z","Included","auto","No","11601","0","368133","1183","380917","0.11"
"2025-09-14T20:11:40.370Z","Included","auto","No","9196","93236","7865","9445","119742","0.06"
"2025-09-14T20:10:47.038Z","Included","auto","No","1109","0","106846","367","108322","0.03"
"2025-09-14T20:08:50.775Z","Included","auto","No","99787","0","7060","1013","107860","0.11"
"2025-09-14T19:58:28.048Z","Included","auto","No","3735","0","403456","1573","408764","0.11"
"2025-09-14T19:53:44.340Z","Included","auto","No","92435","0","1355486","1534","1449455","0.44"
"2025-09-14T19:48:39.711Z","Included","auto","No","2419","0","633545","956","636920","0.16"
"2025-09-14T19:46:39.873Z","Included","auto","No","9647","0","1205136","1506","1216289","0.32"
"2025-09-14T19:45:20.274Z","Included","auto","No","503","0","78826","421","79750","0.02"
"2025-09-14T19:44:37.658Z","Included","auto","No","72107","0","396072","1517","469696","0.18"
"2025-09-14T19:43:19.313Z","Included","auto","No","2976","0","1054067","1269","1058312","0.27"
"2025-09-14T19:42:18.674Z","Included","auto","No","66969","0","664225","797","731991","0.24"
"2025-09-14T19:17:02.520Z","Errored, Not Charged","auto","No","20541","0","1157740","4817","1183098","0.33"
